,CustomerId,CreditScore,Geography,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup
2440,15790659,7,2,0,7,1,2,0,1,2,0,6
2441,15691446,8,2,0,10,1,2,1,1,5,0,5
2442,15772632,7,1,1,1,1,2,1,0,9,0,5
2443,15706587,2,1,0,0,1,2,0,1,6,0,6
2444,15572461,6,3,1,4,6,2,0,0,2,0,5
2445,15654409,6,1,1,5,4,1,1,1,2,0,5
2446,15568025,9,1,0,8,5,1,1,1,6,0,6
2447,15715769,4,1,0,2,5,1,0,1,3,0,5
2448,15667458,9,3,0,10,8,1,1,0,9,0,5
2449,15567980,2,3,1,5,6,1,0,1,8,1,6
2450,15679294,3,1,1,10,6,2,1,0,2,0,6
2451,15606507,2,1,0,5,1,2,1,0,2,0,4
2452,15578825,8,1,1,0,9,1,1,0,1,0,5
2453,15619935,10,2,1,9,8,1,1,1,1,0,6
2454,15636089,6,3,1,1,9,1,0,0,6,1,6
2455,15727490,6,1,0,5,1,1,0,1,6,1,6
2456,15591766,4,2,1,4,7,1,0,1,6,0,5
2457,15641629,2,2,1,1,1,2,0,1,3,0,6
2458,15813303,1,2,0,10,1,2,1,1,3,0,7
2459,15756920,3,1,0,9,4,1,0,0,4,1,7
2460,15726403,6,3,0,1,8,1,1,0,2,1,6
2461,15592765,5,1,0,8,8,1,1,1,9,0,6
2462,15704442,6,1,1,9,10,4,1,1,8,1,6
2463,15641136,5,1,0,2,1,2,0,1,4,0,5
2464,15725818,3,3,0,4,6,1,1,1,1,0,6
2465,15612071,9,2,1,10,5,1,0,1,5,0,5
2466,15719809,1,3,0,3,9,2,0,0,6,0,5
2467,15716518,4,1,1,4,1,2,0,0,10,0,5
2468,15742210,7,1,0,9,4,1,1,1,6,0,6
2469,15630617,8,3,0,6,9,1,1,1,6,1,6
2470,15720838,7,2,1,3,9,1,0,1,7,0,5
2471,15595537,4,3,0,9,10,2,1,0,10,0,6
2472,15623196,7,1,0,6,9,1,1,1,5,0,6
2473,15679249,1,3,1,4,10,1,1,0,9,1,6
2474,15693199,9,1,1,8,1,2,1,0,10,1,6
2475,15661219,4,1,0,10,1,2,1,0,6,0,5
2476,15617136,1,3,1,9,4,1,1,1,9,0,6
2477,15760294,1,1,1,8,9,1,1,0,4,1,6
2478,15652808,9,1,1,5,8,1,1,0,6,0,6
2479,15657139,5,1,1,8,5,2,0,1,6,0,6
2480,15803790,5,3,0,2,5,2,1,1,2,0,6
2481,15764105,1,1,1,1,1,2,1,0,5,0,6
2482,15672610,3,2,0,4,7,1,0,0,5,0,6
2483,15766896,9,1,0,3,1,2,1,0,1,0,6
2484,15587735,10,1,0,6,5,1,1,1,7,0,6
2485,15659501,9,1,1,6,9,1,0,1,2,0,6
2486,15745001,7,2,1,7,1,2,1,0,6,0,6
2487,15651140,8,1,1,3,1,1,1,0,5,0,5
2488,15571148,5,2,1,1,1,2,0,0,2,0,4
2489,15776824,8,1,0,6,8,1,1,1,4,0,5
2490,15633141,7,3,1,4,10,1,1,0,4,0,5
2491,15764174,4,2,1,4,1,2,1,1,10,0,5
2492,15778155,1,3,1,3,6,1,1,1,10,1,5
2493,15715920,10,2,0,10,6,1,1,1,8,0,4
2494,15671917,6,1,0,5,8,1,1,1,9,0,6
2495,15666548,1,3,1,2,7,3,1,0,10,1,6
2496,15625623,3,1,1,4,1,2,0,1,7,0,6
2497,15748123,4,1,0,3,1,2,1,1,8,0,4
2498,15648735,8,1,0,8,1,2,1,1,1,0,6
2499,15634974,4,1,1,8,5,4,0,1,7,1,6
2500,15713378,8,1,0,10,1,2,0,0,3,0,6
2501,15753370,7,3,1,5,7,1,1,0,6,0,6
2502,15782659,2,1,0,0,1,1,1,0,6,0,5
2503,15583364,1,1,1,6,7,1,0,0,6,0,5
2504,15625942,4,2,1,0,1,2,0,0,6,0,6
2505,15720284,4,3,1,4,9,1,0,0,10,0,6
2506,15679642,7,2,0,8,1,2,1,1,4,0,6
2507,15628007,6,1,0,1,1,2,0,0,3,0,5
2508,15661974,6,1,0,2,4,1,1,1,8,0,6
2509,15689341,6,1,1,10,1,4,1,0,9,1,6
2510,15607993,4,1,1,2,5,1,1,1,5,0,6
2511,15693267,7,3,1,7,7,1,1,0,3,0,5
2512,15769522,8,1,0,1,7,1,1,1,6,0,6
2513,15755825,6,1,0,10,1,2,1,0,6,0,6
2514,15598175,3,3,1,4,6,2,1,0,7,0,5
2515,15744327,2,1,0,4,1,1,1,0,5,1,6
2516,15798666,10,1,1,6,1,2,1,1,5,0,6
2517,15577064,3,3,0,2,6,2,1,0,6,0,6
2518,15759436,9,1,1,2,5,3,1,1,4,1,6
2519,15690231,4,2,1,0,10,2,1,1,10,0,7
2520,15751561,1,3,0,7,6,1,1,0,10,1,7
2521,15739068,5,3,0,4,9,2,1,1,6,0,5
2522,15758056,2,1,0,1,1,2,0,0,6,0,5
2523,15742269,9,1,1,1,1,2,1,0,10,0,4
2524,15726490,10,2,0,4,1,1,1,1,3,1,6
2525,15738411,1,1,0,10,6,1,0,1,7,0,5
2526,15727919,6,2,1,6,1,2,0,0,1,0,5
2527,15709396,10,1,0,6,1,2,1,1,5,0,6
2528,15654106,4,1,0,8,10,2,0,1,10,0,5
2529,15621653,8,1,1,10,5,1,1,1,10,0,5
2530,15598086,4,1,1,3,4,1,1,0,9,1,6
2531,15752300,4,3,0,4,9,1,1,1,4,0,6
2532,15658693,10,1,1,2,1,2,0,1,3,0,6
2533,15631838,4,1,0,5,6,2,0,1,1,0,7
2534,15803804,8,3,1,5,6,1,1,0,9,0,5
2535,15578809,5,3,0,1,9,2,0,0,9,1,6
2536,15752026,7,1,0,3,1,1,0,1,10,1,6
2537,15723706,3,1,1,0,5,1,1,0,7,0,5
2538,15752838,8,2,0,6,1,2,1,1,5,0,6
2539,15569571,3,3,1,6,5,2,1,0,7,1,6
2540,15769703,2,3,1,8,7,1,0,0,5,1,6
2541,15679770,4,1,1,3,8,4,0,1,4,1,7
2542,15791102,2,3,0,9,5,3,1,1,7,1,6
2543,15655192,10,2,1,1,1,2,0,1,4,0,4
2544,15709487,6,3,0,5,5,2,0,0,3,0,5
2545,15687130,7,1,1,0,1,1,1,1,9,0,6
2546,15755178,6,1,0,1,1,3,1,1,10,1,6
2547,15634772,7,2,1,0,8,1,0,1,5,0,6
2548,15617197,2,1,0,4,1,2,1,1,2,1,6
2549,15631240,5,1,1,8,1,2,1,1,1,1,6
2550,15784301,10,1,0,0,1,2,1,0,3,0,6
2551,15631310,2,1,1,3,1,1,1,1,5,0,6
2552,15756560,4,2,1,7,5,2,1,0,5,0,6
2553,15732270,8,2,0,8,1,1,1,1,10,1,7
2554,15739357,9,2,0,2,9,1,0,0,1,0,5
2555,15771540,9,1,0,9,9,1,1,0,5,0,6
2556,15567486,5,2,1,4,1,2,1,1,9,0,6
2557,15714634,10,1,0,4,5,2,1,0,9,0,5
2558,15727021,8,3,1,8,7,2,1,1,7,0,5
2559,15650670,3,3,1,2,6,2,1,0,5,0,6
2560,15711834,5,2,1,6,1,1,0,0,4,1,5
2561,15729763,6,2,0,1,7,1,1,1,3,0,5
2562,15646566,9,1,1,9,10,1,0,1,2,0,6
2563,15645463,10,1,1,5,1,2,1,1,4,0,5
2564,15672144,6,1,1,6,9,1,1,1,4,1,6
2565,15596088,8,1,1,4,5,2,0,1,8,0,6
2566,15614878,6,3,1,6,10,1,1,1,7,0,5
2567,15635240,2,1,0,1,1,2,0,0,2,0,6
2568,15775905,4,3,1,6,8,1,1,1,3,1,6
2569,15700657,5,3,1,2,6,1,1,0,8,0,6
2570,15611905,1,2,1,5,10,1,1,0,5,0,5
2571,15652527,7,1,0,7,6,1,0,1,4,0,6
2572,15785865,8,1,0,9,5,2,1,1,2,0,6
2573,15645942,7,2,0,2,1,2,1,1,9,0,6
2574,15688691,6,3,1,9,7,2,0,1,1,1,6
2575,15592736,2,3,0,5,6,1,1,0,9,1,6
2576,15673529,5,2,0,4,4,2,1,0,3,0,6
2577,15724145,4,3,0,8,10,1,1,0,8,0,5
2578,15704629,3,1,1,1,7,1,0,1,8,0,5
2579,15597896,1,3,0,0,8,1,1,0,5,1,5
2580,15731790,7,3,1,6,8,1,1,1,1,1,6
2581,15634719,7,1,0,0,1,2,1,0,10,0,5
2582,15703205,6,1,1,5,7,2,1,1,7,0,6
2583,15567333,8,1,1,7,1,2,1,0,9,0,5
2584,15754537,9,1,0,0,1,1,0,0,3,0,6
2585,15612030,8,1,0,9,1,2,1,1,6,0,5
2586,15573242,7,1,0,6,9,1,1,1,1,0,6
2587,15601892,2,1,0,8,1,2,0,1,4,0,5
2588,15663885,9,1,0,5,1,1,1,1,4,0,5
2589,15701096,9,1,0,8,8,1,1,0,8,0,6
2590,15710450,10,2,0,7,7,1,1,1,10,0,4
2591,15790846,5,3,0,2,9,1,1,1,3,0,6
2592,15658956,1,3,0,6,4,2,1,1,8,0,6
2593,15755223,7,3,0,7,10,2,0,0,7,0,6
2594,15787318,2,3,1,6,6,1,1,0,1,1,6
2595,15737310,5,1,0,10,8,1,1,0,10,0,5
2596,15763665,10,1,1,4,9,2,0,0,1,0,5
2597,15668818,3,2,1,2,10,1,1,1,6,0,6
2598,15765812,3,2,0,1,1,2,1,1,1,0,6
2599,15704844,2,2,0,7,5,1,0,1,4,0,7
2600,15744582,7,1,1,10,1,3,1,0,8,1,4
2601,15616700,4,2,1,9,1,2,1,1,8,0,6
2602,15683521,3,3,0,0,9,2,1,0,7,0,5
2603,15583049,5,3,1,7,10,1,0,1,10,0,5
2604,15643752,2,1,0,5,7,1,1,0,1,0,5
2605,15620398,5,2,1,5,6,2,1,0,1,0,5
2606,15715707,6,1,0,3,7,2,1,1,4,0,5
2607,15814209,10,1,0,1,7,1,1,0,6,0,5
2608,15733768,4,1,0,1,1,1,1,1,6,0,5
2609,15755242,7,1,1,2,1,1,1,1,6,0,6
2610,15729412,7,1,0,4,6,1,1,1,1,0,6
2611,15746564,2,1,0,3,6,1,1,1,8,0,6
2612,15588446,2,2,0,3,1,2,0,0,7,0,5
2613,15665221,5,1,0,7,8,2,0,1,10,0,5
2614,15640846,2,3,1,3,6,4,1,0,7,1,6
2615,15700209,1,1,0,9,5,1,1,1,5,0,7
2616,15658360,9,2,0,9,8,2,0,0,8,0,5
2617,15602735,7,3,0,6,10,4,0,1,6,1,6
2618,15724834,1,1,1,1,1,2,0,0,7,0,5
2619,15800062,10,2,0,8,1,1,0,0,2,1,6
2620,15685300,4,1,0,6,8,2,1,0,7,0,5
2621,15760102,2,1,1,5,1,1,1,0,10,0,6
2622,15787026,4,3,0,0,10,2,1,1,4,0,5
2623,15653696,1,1,1,9,1,2,0,0,5,0,5
2624,15788946,4,2,1,3,7,1,0,0,1,0,5
2625,15600724,3,3,0,5,8,1,1,0,6,0,5
2626,15574324,3,3,1,2,8,2,0,1,6,0,5
2627,15707144,3,3,0,6,5,2,1,0,9,0,5
2628,15775891,5,3,0,2,6,1,1,1,6,1,6
2629,15711789,9,2,1,3,1,1,0,0,9,1,6
2630,15600879,2,3,1,3,10,2,1,0,1,0,6
2631,15681196,5,1,0,1,10,1,1,1,8,0,5
2632,15716000,5,2,0,2,1,2,1,1,1,0,6
2633,15766776,3,1,0,1,1,1,1,1,10,0,6
2634,15680278,6,2,1,9,5,1,1,0,2,1,6
2635,15688637,3,1,1,4,1,2,1,1,10,0,5
2636,15591179,7,2,0,2,1,2,1,1,8,0,5
2637,15677435,5,1,1,0,6,2,1,0,9,0,5
2638,15698619,3,1,0,9,1,2,1,1,4,0,6
2639,15581036,8,3,1,3,6,2,1,0,7,1,6
2640,15622117,4,2,1,8,1,2,1,0,8,0,5
2641,15599301,2,3,1,6,10,1,0,1,1,0,5
2642,15581548,5,2,1,5,6,1,1,0,7,0,4
2643,15586870,5,1,0,4,10,1,1,1,8,0,5
2644,15735263,9,1,0,5,4,1,0,1,10,0,5
2645,15765322,9,1,0,5,5,2,1,1,4,0,4
2646,15582944,1,2,1,5,1,2,1,0,8,0,6
2647,15687162,1,1,0,9,7,1,0,0,3,1,6
2648,15644962,9,1,0,4,9,1,1,1,9,0,4
2649,15612615,4,1,1,6,1,2,1,0,5,0,6
2650,15813439,3,1,0,5,6,1,1,0,2,0,5
2651,15604544,10,3,0,4,10,2,0,1,3,0,6
2652,15761348,4,1,1,0,1,2,1,0,9,0,6
2653,15785078,8,2,0,3,1,1,1,0,2,0,5
2654,15759874,2,1,0,3,9,1,1,0,4,1,6
2655,15643658,10,3,0,2,5,2,1,0,2,0,6
2656,15713267,10,2,1,5,1,2,0,1,6,0,5
2657,15737782,2,1,0,9,1,1,1,1,2,0,5
2658,15815490,6,3,0,2,10,3,0,0,9,1,6
2659,15679410,8,1,1,4,9,1,1,0,2,1,7
2660,15756241,9,1,1,2,10,1,1,1,7,0,6
2661,15688409,9,1,1,2,10,1,1,0,6,1,5
2662,15742272,6,1,1,8,5,1,0,0,7,1,6
2663,15717898,2,2,0,2,8,1,0,1,8,0,5
2664,15769582,3,1,0,3,1,2,1,1,8,0,5
2665,15635660,4,3,0,9,9,1,1,0,6,1,5
2666,15576723,9,1,1,7,1,2,1,1,10,0,6
2667,15591577,3,1,0,3,9,1,1,1,6,0,5
2668,15582325,2,1,0,2,5,1,1,0,9,1,6
2669,15693947,4,1,1,5,6,2,1,0,7,0,4
2670,15760446,3,1,1,9,1,1,0,1,1,1,7
2671,15611105,10,2,0,7,1,2,0,1,8,0,5
2672,15630920,8,1,0,2,10,2,0,0,4,0,5
2673,15574910,4,1,0,2,7,1,1,0,10,0,6
2674,15756472,10,1,0,7,6,1,1,0,7,0,5
2675,15682890,9,3,0,5,4,2,1,1,8,0,6
2676,15641994,6,3,0,1,6,1,1,0,2,1,6
2677,15733297,1,1,1,10,5,1,1,1,9,0,6
2678,15767793,10,1,1,10,1,2,1,0,2,0,6
2679,15725698,1,2,1,4,7,1,1,1,5,0,5
2680,15813532,4,1,1,5,1,2,1,0,2,0,6
2681,15576760,6,3,0,5,5,2,0,0,10,0,6
2682,15732102,6,3,1,3,10,2,1,0,1,0,5
2683,15739046,10,2,1,9,9,1,0,1,4,0,4
2684,15631927,3,2,1,7,1,2,0,0,10,0,5
2685,15672115,7,1,0,6,1,2,1,1,4,0,6
2686,15618765,2,3,1,0,6,1,0,1,5,0,6
2687,15679148,1,1,0,3,7,2,0,0,4,0,6
2688,15728474,2,3,0,4,6,1,1,1,8,0,5
2689,15636999,1,1,0,8,1,1,0,1,4,1,6
2690,15754261,5,2,0,2,6,2,1,0,5,0,6
2691,15629150,8,1,1,1,1,2,1,0,4,0,6
2692,15736274,9,1,0,8,1,2,0,0,1,0,5
2693,15627697,6,1,0,2,1,2,0,1,2,0,5
2694,15721585,5,3,0,3,7,2,0,1,7,0,5
2695,15639946,3,3,1,8,10,3,1,0,2,1,6
2696,15792176,7,2,1,0,5,1,1,1,8,0,6
2697,15699450,8,1,0,7,1,2,1,1,8,0,6
2698,15729954,3,1,1,5,1,3,1,0,9,1,5
2699,15600103,5,3,1,8,6,1,1,1,5,0,5
2700,15786200,2,1,0,4,1,2,1,0,3,0,5
2701,15797010,5,1,1,2,1,2,1,0,1,0,5
2702,15670172,4,1,1,4,6,1,0,1,10,0,5
2703,15627352,1,3,0,7,7,1,1,0,1,1,6
2704,15622494,8,1,0,2,1,2,0,0,2,0,5
2705,15585835,6,2,1,4,6,2,1,0,7,0,5
2706,15595071,7,1,0,9,10,1,1,1,10,0,4
2707,15628203,5,1,1,3,6,1,0,0,7,0,6
2708,15667190,5,2,1,1,5,1,1,1,7,0,4
2709,15780212,3,1,0,4,10,1,0,0,9,0,6
2710,15766869,5,3,0,1,5,2,1,1,10,0,6
2711,15775741,4,1,1,9,1,2,1,1,7,0,5
2712,15628170,2,3,1,9,4,1,1,0,8,0,5
2713,15701318,9,2,0,9,9,1,0,1,5,0,7
2714,15710928,6,1,1,8,9,1,1,1,5,0,6
2715,15682547,5,1,0,1,8,1,0,1,5,0,6
2716,15631170,7,1,0,3,1,2,1,1,2,0,6
2717,15648702,9,3,0,6,7,2,1,1,4,0,7
2718,15783444,10,1,1,3,9,1,0,1,6,0,6
2719,15809178,3,3,1,9,9,1,1,0,2,1,6
2720,15806688,8,2,1,8,8,3,0,1,7,1,6
2721,15576824,2,3,1,3,7,3,1,1,6,1,6
2722,15675422,2,1,1,9,7,1,1,1,1,0,5
2723,15681550,4,1,1,8,7,1,1,1,1,0,6
2724,15812628,1,3,1,8,7,1,1,0,7,0,6
2725,15597951,1,1,1,4,7,1,1,1,2,0,6
2726,15807045,10,3,1,3,6,1,0,0,1,0,6
2727,15581748,9,3,0,2,6,2,1,1,4,0,6
2728,15770420,9,3,0,10,5,2,1,1,4,0,6
2729,15608230,6,1,0,1,1,2,1,0,5,0,4
2730,15730339,6,2,0,3,8,1,0,0,1,0,5
2731,15712584,6,1,1,7,1,2,1,1,5,0,5
2732,15592816,4,3,1,1,6,1,1,0,6,1,6
2733,15641480,3,1,0,5,8,1,1,0,7,0,5
2734,15708505,5,3,1,7,4,2,0,1,2,0,6
2735,15791131,2,3,1,2,9,1,1,0,8,0,5
2736,15618225,9,3,0,8,7,2,1,0,9,0,6
2737,15644724,1,1,0,4,4,2,0,1,4,0,5
2738,15662098,5,2,0,3,8,3,0,0,6,1,6
2739,15723894,4,1,0,7,9,1,0,0,7,0,6
2740,15787699,5,3,0,4,9,1,1,1,1,0,5
2741,15687738,2,1,1,8,1,2,1,0,7,0,6
2742,15576126,5,1,1,2,8,1,1,1,4,0,6
2743,15658889,7,1,0,4,9,1,1,0,3,1,4
2744,15667046,7,2,0,7,7,1,1,0,6,0,6
2745,15669957,6,3,0,9,9,1,1,1,3,0,6
2746,15655794,4,1,0,8,1,2,1,1,8,0,6
2747,15599829,3,1,1,10,1,2,1,1,2,0,5
2748,15753332,1,3,0,8,8,1,1,0,9,1,6
2749,15671124,4,1,0,6,7,1,1,1,2,0,5
2750,15767474,1,1,1,9,1,3,1,1,9,1,6
2751,15720671,7,1,0,8,8,2,1,1,9,0,6
2752,15626787,7,2,1,8,10,1,0,0,6,1,5
2753,15774491,1,1,1,6,1,2,0,0,3,0,5
2754,15579647,7,1,0,0,1,1,1,1,9,0,6
2755,15625522,7,2,0,7,1,2,0,1,8,0,5
2756,15765806,1,1,0,1,9,1,1,1,10,0,5
2757,15566708,1,1,1,4,1,2,1,0,9,1,6
2758,15668347,4,1,0,6,1,2,0,0,5,0,6
2759,15575214,8,1,0,7,1,1,1,0,8,0,6
2760,15591123,2,3,0,2,6,1,1,1,2,0,7
2761,15573280,5,3,0,6,9,2,1,1,2,0,6
2762,15589018,8,3,0,3,6,2,1,1,10,0,5
2763,15654495,8,3,1,6,7,1,1,1,8,0,6
2764,15597265,6,1,0,7,1,2,0,1,8,0,6
2765,15733876,6,1,0,9,1,2,1,1,2,0,6
2766,15677217,8,1,0,1,1,1,1,1,10,0,5
2767,15747265,3,3,1,10,10,1,1,1,5,0,5
2768,15713379,6,1,0,4,1,2,1,1,10,0,5
2769,15730433,3,3,1,1,8,1,1,0,7,1,6
2770,15693347,6,1,1,5,1,2,1,1,4,0,5
2771,15715465,8,3,0,7,5,1,1,0,9,0,5
2772,15680736,3,3,1,6,8,2,1,1,1,0,7
2773,15610765,2,1,0,1,1,2,0,0,8,0,5
2774,15650034,2,1,1,1,1,1,1,1,9,0,5
2775,15782468,10,2,0,3,6,2,1,1,1,1,6
2776,15685109,7,1,0,7,1,2,0,0,1,0,6
2777,15776233,9,3,1,8,8,1,1,0,10,1,7
2778,15761141,4,2,1,10,1,2,1,1,7,0,7
2779,15781702,8,3,0,9,7,2,0,1,10,0,6
2780,15790235,9,2,0,8,6,2,1,1,6,0,6
2781,15641416,8,3,1,9,5,2,1,1,8,1,7
2782,15775234,5,1,0,8,1,2,0,0,5,0,4
2783,15659475,3,1,1,6,9,2,0,0,4,0,5
2784,15642202,10,3,1,5,6,2,0,1,7,0,6
2785,15771417,5,1,0,7,8,1,0,0,4,1,6
2786,15585100,1,3,1,9,8,1,1,0,10,1,6
2787,15700487,10,1,0,6,7,3,1,0,9,1,6
2788,15726589,2,3,0,1,5,1,1,0,6,0,6
2789,15747503,8,2,0,0,10,1,1,0,4,1,6
2790,15595883,2,3,0,4,8,1,1,1,1,0,6
2791,15663826,2,2,1,3,1,1,1,1,6,0,7
2792,15742820,2,1,1,2,1,2,0,1,9,0,6
2793,15624793,4,3,0,5,10,1,1,0,6,0,4
2794,15597930,5,1,0,8,4,1,0,0,9,1,6
2795,15665110,1,1,1,7,5,1,0,1,2,0,5
2796,15770719,7,1,1,6,10,1,1,1,3,0,6
2797,15731327,5,3,0,2,10,2,0,1,8,0,5
2798,15576044,3,3,0,6,10,1,1,0,8,0,5
2799,15775662,9,1,0,8,7,1,1,0,10,0,6
2800,15646817,9,1,0,9,10,2,1,0,2,0,6
2801,15596060,1,2,0,8,8,1,1,1,3,0,5
2802,15723299,9,1,0,4,7,1,1,1,8,1,6
2803,15636982,8,3,1,7,5,1,1,1,6,0,6
2804,15751175,5,1,1,2,1,2,1,1,3,0,6
2805,15618936,7,1,1,5,1,1,1,0,5,1,6
2806,15787529,3,2,0,0,1,1,1,0,4,1,6
2807,15780128,8,1,0,3,9,2,1,0,6,0,5
2808,15615991,6,1,0,7,6,1,1,1,4,0,6
2809,15757001,4,1,1,2,5,2,1,1,8,0,5
2810,15595388,3,1,1,10,1,2,1,1,7,0,5
2811,15699550,7,2,1,9,1,2,1,1,4,0,5
2812,15581620,3,1,0,2,1,3,1,1,4,0,5
2813,15600934,9,1,1,7,8,1,1,0,9,1,6
2814,15738672,9,3,1,2,10,2,1,0,8,0,6
2815,15721307,7,3,0,1,5,2,1,0,6,0,6
2816,15619280,7,1,0,4,1,2,1,0,8,0,5
2817,15768244,2,2,1,8,1,2,1,1,3,0,5
2818,15806837,6,1,0,4,1,1,1,0,7,0,6
2819,15643496,8,1,1,5,5,2,1,0,5,0,5
2820,15813916,4,1,1,1,5,1,1,1,8,0,5
2821,15626385,8,2,1,10,6,2,1,1,3,0,5
2822,15603582,3,2,1,3,1,1,1,0,7,0,5
2823,15764351,6,3,1,5,7,1,0,1,3,0,6
2824,15667938,5,1,0,9,9,2,1,1,1,0,5
2825,15576360,4,1,0,1,9,1,1,1,4,0,6
2826,15628813,7,1,1,4,10,1,1,0,1,0,6
2827,15584190,7,1,0,7,7,2,0,1,6,0,6
2828,15716449,2,2,0,9,8,1,0,0,5,0,5
2829,15759913,2,3,0,6,5,2,1,1,9,0,6
2830,15701555,3,2,0,1,5,2,0,1,2,0,6
2831,15758482,4,1,1,0,1,2,0,0,10,0,5
2832,15758171,3,1,0,4,1,1,1,1,3,0,4
2833,15680346,7,2,0,8,1,1,1,0,4,0,6
2834,15649124,10,1,0,9,7,1,0,0,2,0,5
2835,15812917,6,2,0,6,7,2,1,1,2,0,5
2836,15768455,7,1,0,8,1,2,1,1,3,0,6
2837,15703059,2,3,1,6,8,1,0,1,5,0,6
2838,15646196,10,2,1,2,10,2,0,0,9,0,6
2839,15585451,2,3,1,1,6,1,1,1,1,0,5
2840,15714057,2,2,0,4,1,2,1,0,2,0,6
2841,15748473,10,1,0,5,1,2,1,0,4,0,6
2842,15785782,1,2,0,2,1,1,1,1,6,1,6
2843,15693233,6,3,0,6,6,2,1,1,8,0,6
2844,15757521,4,1,0,2,8,1,0,1,9,0,5
2845,15812513,4,3,0,10,6,1,1,0,7,1,6
2846,15674950,2,3,0,4,9,2,1,0,8,0,6
2847,15678572,2,2,0,7,6,2,1,0,5,1,6
2848,15713608,10,1,1,5,1,2,1,1,2,0,6
2849,15579262,1,1,0,9,1,1,0,0,2,0,6
2850,15610426,9,1,1,5,5,1,0,1,6,0,6
2851,15776454,4,1,1,5,1,1,1,0,6,1,6
2852,15771483,4,1,0,6,2,2,1,1,5,0,6
2853,15648489,1,1,0,4,10,1,1,1,2,1,6
2854,15646609,9,1,0,1,9,1,0,0,4,0,5
2855,15693203,8,2,1,5,2,2,1,1,1,0,7
2856,15813067,1,3,1,3,7,1,1,0,3,1,6
2857,15769829,2,2,0,3,2,2,0,1,2,0,6
2858,15662434,4,1,0,3,2,2,0,0,10,0,5
2859,15773503,2,2,0,4,2,2,1,0,3,0,5
2860,15705890,6,1,0,7,9,1,1,0,2,0,6
2861,15711398,2,1,1,6,2,2,1,0,5,0,5
2862,15752375,5,3,0,8,10,1,0,0,8,0,5
2863,15659175,9,1,1,9,2,2,1,0,1,0,6
2864,15597033,8,3,0,8,10,1,1,1,2,0,6
2865,15590228,8,1,0,6,5,1,1,1,9,0,4
2866,15631848,8,1,1,9,7,1,1,1,8,0,5
2867,15654211,2,2,1,1,2,1,0,1,1,0,5
2868,15707968,2,2,0,8,5,2,1,0,5,1,6
2869,15594084,2,1,0,9,2,2,1,0,4,0,4
2870,15651093,8,1,1,1,2,2,0,1,3,0,6
2871,15798824,6,2,0,0,5,2,1,0,1,0,6
2872,15671591,1,2,0,3,5,4,1,0,10,1,6
2873,15707189,6,3,1,1,7,1,1,1,3,0,6
2874,15733581,10,3,0,9,5,1,1,0,10,0,5
2875,15641640,2,2,1,7,10,1,1,0,8,0,5
2876,15585284,4,2,1,7,9,1,1,1,3,0,5
2877,15617866,6,2,0,5,7,2,1,1,6,0,7
2878,15667751,1,2,1,1,9,1,1,0,10,0,6
2879,15669411,9,3,1,6,6,1,1,0,7,1,6
2880,15789425,7,3,1,8,6,2,1,0,10,1,6
2881,15570943,8,3,1,2,8,1,1,1,7,0,5
2882,15685829,2,1,0,3,2,2,1,1,3,0,6
2883,15721917,2,1,1,8,5,1,1,1,5,0,6
2884,15776047,4,1,1,3,2,2,0,1,8,0,5
2885,15716024,6,2,0,5,2,2,1,0,6,0,6
2886,15675328,1,1,1,6,2,2,1,0,5,0,6
2887,15604314,7,3,1,1,6,1,1,0,4,0,5
2888,15658339,10,3,0,2,9,2,1,1,10,0,6
2889,15630402,3,1,1,9,2,1,0,1,1,0,5
2890,15689616,3,2,0,5,10,1,0,0,1,0,5
2891,15774224,4,3,1,5,8,2,1,0,9,0,5
2892,15701291,4,1,0,3,2,2,1,0,2,0,6
2893,15719606,6,1,0,9,2,2,0,0,2,0,6
2894,15644119,2,1,0,3,2,1,1,1,3,0,5
2895,15646859,4,3,0,7,6,1,1,1,4,0,6
2896,15606836,10,1,1,2,5,1,0,1,6,0,5
2897,15664150,2,3,1,9,10,2,1,0,3,0,5
2898,15624510,7,1,0,6,9,1,1,0,2,1,6
2899,15810944,3,1,1,7,2,2,1,0,4,0,5
2900,15668575,4,2,1,8,9,3,0,1,6,1,5
2901,15603246,1,1,0,2,10,2,1,1,9,0,7
2902,15804002,7,1,1,1,8,1,1,1,6,0,5
2903,15728773,3,1,1,7,2,2,1,1,3,0,6
2904,15598044,8,1,1,3,2,1,1,1,8,0,5
2905,15694829,7,3,0,7,10,1,0,1,4,0,5
2906,15600575,10,2,0,6,2,2,1,0,3,0,6
2907,15727311,2,1,1,0,6,2,1,1,2,0,4
2908,15570769,1,1,0,9,5,1,1,1,2,0,7
2909,15606274,3,3,0,6,4,2,1,1,1,0,6
2910,15746139,3,1,0,2,9,1,0,0,4,0,5
2911,15704987,5,1,1,8,4,1,1,0,3,0,6
2912,15628972,7,3,0,1,8,3,1,1,7,1,5
2913,15697686,10,1,1,6,2,2,1,1,5,0,6
2914,15733883,4,1,0,7,2,2,0,0,3,0,5
2915,15617482,1,3,1,1,8,1,1,0,2,1,6
2916,15704583,5,1,0,2,2,1,1,0,6,1,6
2917,15621083,7,1,0,6,9,2,1,1,4,1,6
2918,15649487,3,3,1,4,7,2,1,0,9,1,6
2919,15736760,2,2,1,9,2,1,0,0,8,0,6
